Review_ID,Movie_ID,Reviewer_Name,Review_Rating,Reviewer_Nationality,Reviewer_Age,Review_Date,Sex
25995,Mysterious Skin,Juan Williams,5,India,49,7/20/2024,Male
26013,Jeux d'enfants,James Cobb,6,China,46,7/20/2024,Male
26029,Jeux d'enfants,Antonio White,5,Brazil,67,7/20/2024,Female
26061,The Station Agent,Anne Ryan,7,USA,59,7/20/2024,Male
26157,Boksuneun naui geot,Joshua Jones,10,Canada,29,7/20/2024,Male
26160,Finding Neverland,Billy Fletcher,9,India,36,7/20/2024,Female
26190,Finding Neverland,Lisa Pollard,7,Canada,67,7/20/2024,Female
26403,Harry Potter and the Sorcerer's Stone,Martin Carrillo,9,USA,22,7/20/2024,Male
26455,The Others,David Scott,10,USA,28,7/20/2024,Male
26724,Mulan,Susan Miller,10,France,64,7/20/2024,Male
27132,Delicatessen,Kelly Martin,8,UK,73,7/20/2024,Female
27407,Blood Simple,Billy Benson,8,Brazil,71,7/20/2024,Female
27444,The Warriors,Daniel Mccormick,7,USA,56,7/20/2024,Male
27605,Close Encounters of the Third Kind,Jeffrey Ramirez,7,USA,64,7/20/2024,Female
26,The Godfather,Walter Nichols,10,UK,29,7/21/2024,Male
100,The Godfather: Part II,Joseph Greer,9,USA,33,7/21/2024,Male
153,The Lord of the Rings: The Return of the King,Terri Johnson,8,Australia,39,7/21/2024,Unknown
171,Pulp Fiction,Alyssa Dyer,10,India,48,7/21/2024,Male
186,Schindler's List,Kristen Shea,8,China,69,7/21/2024,Female
414,Star Wars: Episode V - The Empire Strikes Back,Stephanie Andersen,9,Japan,70,7/21/2024,Female
775,The Silence of the Lambs,Michael Zuniga,10,USA,55,7/21/2024,Male
799,The Silence of the Lambs,Johnny Mcgrath,10,Germany,50,7/21/2024,Female
860,Seppuku,Stacy Hogan,8,India,74,7/21/2024,Female
1102,Léon,Kristina Hodge,8,India,70,7/21/2024,Female
1392,Capharnaüm,Martha Poole,8,India,43,7/21/2024,Male
1614,Coco,Tammy Becker,5,UK,21,7/21/2024,Male
1787,WALL·E,Colin Williams,8,Japan,70,7/21/2024,Male
2059,Alien,Miguel Brown,7,UK,36,7/21/2024,Female
2068,Anand,William Hill,10,UK,21,7/21/2024,Male
2266,Rear Window,Jennifer White,9,China,40,7/21/2024,Male
2283,Sunset Blvd.,Michael Melton,8,Australia,62,7/21/2024,Unknown
2678,Amélie,Michael Horn,10,Germany,72,7/21/2024,Male
2857,Bacheha-Ye aseman,Amber Smith,7,UK,19,7/21/2024,Male
2908,Reservoir Dogs,Erin Preston,7,India,72,7/21/2024,Female
3007,Amadeus,Robert Roberts,8,Germany,74,7/21/2024,Female
3273,Lawrence of Arabia,Sandra Flores,9,China,66,7/21/2024,Male
3302,Lawrence of Arabia,Nathan Smith,10,India,60,7/21/2024,Male
3605,Chhichhore,Marcus Henson,9,USA,73,7/21/2024,Male
3629,Uri: The Surgical Strike,Jacob Richard,8,USA,50,7/21/2024,Male
3657,K.G.F: Chapter 1,Lisa York,9,USA,73,7/21/2024,Female
3793,Baahubali 2: The Conclusion,Christina Kim,10,USA,69,7/21/2024,Female
3906,Mandariinid,Daniel Bernard,8,Canada,68,7/21/2024,Female
3913,Bhaag Milkha Bhaag,Jessica Aguilar,8,China,27,7/21/2024,Female
4008,Udaan,Olivia Murphy,9,China,63,7/21/2024,Female
4276,Toy Story 3,David Greer,9,UK,43,7/21/2024,Female
4414,Batman Begins,Hector Berry,10,China,20,7/21/2024,Female
4851,Indiana Jones and the Last Crusade,Nicholas Ramirez,10,Australia,33,7/21/2024,Female
5208,To Kill a Mockingbird,Emily Ford,9,Germany,24,7/21/2024,Female
5355,Smultronstället,Tyler Wheeler,8,Canada,66,7/21/2024,Male
5453,Dial M for Murder,Richard Aguirre,10,UK,46,7/21/2024,Male
5516,Rashômon,Ronnie Moore,10,France,54,7/21/2024,Female
5654,To Be or Not to Be,Hannah Kim,9,China,68,7/21/2024,Male
6025,Soul,Michael Brown,9,USA,56,7/21/2024,Female
6044,Soul,Dorothy Armstrong,9,USA,35,7/21/2024,Female
6076,PK,David Smith,7,India,66,7/21/2024,Female
6324,Spotlight,Karen Marshall,7,Germany,65,7/21/2024,Female
6469,A Wednesday,Joan Stevens,8,USA,18,7/21/2024,Male
6511,Harry Potter and the Deathly Hallows: Part 2,Jacqueline Neal,4,Australia,49,7/21/2024,Male
6606,Mary and Max,Grace Holder,10,USA,48,7/21/2024,Female
6808,Before Sunset,Maureen Oneal,9,Canada,25,7/21/2024,Male
6835,Before Sunset,David Gonzalez,6,France,27,7/21/2024,Female
6970,Finding Nemo,Jared Thompson,8,France,35,7/21/2024,Male
6997,Amores perros,Pedro Johnson,8,Canada,62,7/21/2024,Male
7001,Amores perros,Brian Holmes,7,Australia,30,7/21/2024,Male
7040,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",Crystal Brown,7,China,51,7/21/2024,Female
7295,La haine,Jack Walton,6,Germany,47,7/21/2024,Male
7500,Dà hóng denglong gaogao guà,Julie Wood,4,Brazil,43,7/21/2024,Male
7874,Zerkalo,Kristen Brown,6,USA,68,7/21/2024,Male
8510,Le salaire de la peur,Angela Clarke,9,India,26,7/21/2024,Male
9054,Badhaai ho,William Burgess,7,Canada,61,7/21/2024,Male
9114,Baby,Danielle Shepherd,6,USA,72,7/21/2024,Male
9142,La La Land,Stephanie Wilson,8,USA,29,7/21/2024,Female
9408,Special Chabbis,Mrs. Jennifer Butler,8,Australia,22,7/21/2024,Male
9423,Special Chabbis,Dakota Chandler,9,China,43,7/21/2024,Male
9467,Short Term 12,James Lamb,9,USA,34,7/21/2024,Unknown
9759,My Name Is Khan,Justin Harrison,5,UK,54,7/21/2024,Male
9834,Tropa de Elite,John Holmes,9,USA,45,7/21/2024,Female
9874,Dallas Buyers Club,Mario Lin,7,India,72,7/21/2024,Male
10060,Sin City,Jonathan Owens,8,China,67,7/21/2024,Male
10275,Bom Yeoareum Gaeul Gyeoul Geurigo Bom,Eric Jackson,8,India,36,7/21/2024,Male
10303,Cinderella Man,Devon Campbell,7,UK,62,7/21/2024,Female
10369,Big Fish,Michael West,9,Germany,62,7/21/2024,Female
10420,Yeopgijeogin geunyeo,Richard Andrade,6,China,55,7/21/2024,Male
10648,The Iron Giant,Briana Hayes,8,France,62,7/21/2024,Female
11068,Dances with Wolves,William Butler,7,Brazil,30,7/21/2024,Female
11269,Tenkû no shiro Rapyuta,Rebecca Young,8,Germany,54,7/21/2024,Male
11388,Annie Hall,Jesse Ortiz,8,Australia,64,7/21/2024,Female
11390,Annie Hall,Tracy Smith,10,China,54,7/21/2024,Female
11480,Young Frankenstein,Derek Acosta,6,India,66,7/21/2024,Male
11503,Papillon,Linda Burch,10,Australia,29,7/21/2024,Male
12043,Anatomy of a Murder,Kathleen Baker,8,Canada,73,7/21/2024,Female
12100,Touch of Evil,Cassidy Obrien,7,Germany,41,7/21/2024,Unknown
12324,Stalag 17,William Hernandez,6,Australia,36,7/21/2024,Male
12358,A Streetcar Named Desire,Debra Cardenas,5,USA,29,7/21/2024,Female
13168,Star Wars: Episode VII - The Force Awakens,Cheryl Little,8,China,72,7/21/2024,Male
13232,Bir Zamanlar Anadolu'da,Marcus Anderson,10,UK,73,7/21/2024,Female
13234,Bir Zamanlar Anadolu'da,Melissa Wells,10,India,19,7/21/2024,Female
13548,Boyhood,Victoria Brady,9,India,56,7/21/2024,Female
13561,Boyhood,Alyssa Blackburn,8,India,42,7/21/2024,Female
13764,The Fall,Kelly Johnson,8,Australia,25,7/21/2024,Male
13855,C.R.A.Z.Y.,Kathy Robinson,9,UK,44,7/21/2024,Male
13924,Iron Man,Suzanne Dennis,7,India,20,7/21/2024,Female
14247,Almost Famous,Patricia Reid,9,Brazil,59,7/21/2024,Male
14284,Mulholland Dr.,Stanley Williamson,7,Germany,42,7/21/2024,Male
14297,Toy Story 2,Alexis Chung,8,Australia,26,7/21/2024,Unknown
14681,A Christmas Story,Melissa Ellis,8,USA,18,7/21/2024,Male
14741,All That Jazz,Loretta Salinas,10,India,19,7/21/2024,Female
14819,La montaña sagrada,Jerry Odonnell,8,France,51,7/21/2024,Male
14824,La montaña sagrada,Adam Garcia,9,China,33,7/21/2024,Female
14889,Le charme discret de la bourgeoisie,Jay Farley,8,Japan,71,7/21/2024,Male
14898,Le charme discret de la bourgeoisie,John Petty,9,USA,35,7/21/2024,Male
14932,Harold and Maude,Gerald Green,8,USA,69,7/21/2024,Female
15110,Charade,Mark Adams,6,China,74,7/21/2024,Female
15521,Notorious,Katelyn Arias,9,China,53,7/21/2024,Female
15578,The Big Sleep,Rodney Glover,10,India,58,7/21/2024,Female
15636,The Philadelphia Story,Jamie Daniels,8,UK,74,7/21/2024,Male
15647,The Philadelphia Story,Crystal Hill,7,USA,28,7/21/2024,Female
15923,Raazi,Frederick Williams,8,France,29,7/21/2024,Male
16051,Dunkirk,Robert Andrade,9,China,53,7/21/2024,Male
16706,Ang-ma-reul bo-at-da,Justin Curtis,7,Japan,45,7/21/2024,Male
16709,Ang-ma-reul bo-at-da,Lori Bonilla,8,UK,55,7/21/2024,Male
16743,The Girl with the Dragon Tattoo,Bobby Smith,7,Germany,52,7/21/2024,Male
16978,The Trial of the Chicago 7,Richard Perry,7,Australia,69,7/21/2024,Male
17058,Druk,Tonya White,8,USA,62,7/21/2024,Female
17182,Once,Amanda Nelson,8,Brazil,19,7/21/2024,Male
17183,Once,Erika Burke,8,India,23,7/21/2024,Female
17561,Pride & Prejudice,Joshua Chapman,7,Germany,27,7/21/2024,Female
17949,Wo hu cang long,Stacey Pierce,9,USA,55,7/21/2024,Female
17965,Todo sobre mi madre,Jonathan Haynes,9,Australia,45,7/21/2024,Male
18128,Shrek,Danielle Wong,8,UK,34,7/21/2024,Female
18134,Shrek,Caleb Chapman,9,USA,42,7/21/2024,Female
18224,Hana-bi,Matthew Liu,8,China,34,7/21/2024,Unknown
18305,The Game,Cory Cook,7,Australia,72,7/21/2024,Male
18367,What's Eating Gilbert Grape,Taylor Guzman,5,India,27,7/21/2024,Male
18512,Naked,Eric Avery,6,China,40,7/21/2024,Male
19214,E.T. the Extra-Terrestrial,Matthew Williamson,9,Japan,50,7/21/2024,Male
19305,The Conversation,Christina Roberts,8,France,37,7/21/2024,Female
19521,Midnight Cowboy,Michael Graves,6,China,69,7/21/2024,Female
19669,Mary Poppins,Erin Kerr,9,Japan,35,7/21/2024,Male
20049,Duck Soup,Aaron Mendoza,10,India,61,7/21/2024,Male
20313,En man som heter Ove,Zachary Cooper,9,India,52,7/21/2024,Male
20465,The Fault in Our Stars,Patricia Salinas,7,Canada,25,7/21/2024,Male
21136,Gake no ue no Ponyo,Misty Miller,9,China,40,7/21/2024,Female
21186,Papurika,Megan Mejia,8,UK,45,7/21/2024,Female
21236,Flipped,Dustin Stewart,7,China,37,7/21/2024,Male
21369,Efter brylluppet,David Gordon,8,France,59,7/21/2024,Male
21480,Control,Jim Johnson,9,India,42,7/21/2024,Female
21575,Zwartboek,Steven Schneider,10,India,46,7/21/2024,Male
21640,Kung fu,Fernando Green,9,UK,47,7/21/2024,Female
21656,The Bourne Supremacy,Joshua Brown,8,Japan,38,7/21/2024,Female
21836,Man on Fire,Christopher Fisher,9,Brazil,65,7/21/2024,Female
21955,Black Hawk Down,Bridget Guerrero,7,India,60,7/21/2024,Male
22003,Das Experiment,Richard Stark,10,UK,35,7/21/2024,Male
22120,Vampire Hunter D: Bloodlust,Denise Carpenter,7,China,19,7/21/2024,Female
22544,Primal Fear,Jenna Collins,7,Brazil,22,7/21/2024,Male
22729,Philadelphia,Kevin Farley,7,Japan,60,7/21/2024,Male
22807,The Last of the Mohicans,John Brown,6,China,27,7/21/2024,Female
23307,The Verdict,Sherry Goodman,7,USA,23,7/21/2024,Female
23718,Enter the Dragon,Amanda Montes,9,Australia,36,7/21/2024,Female
25039,A Star Is Born,Matthew Morgan,7,USA,28,7/21/2024,Male
25379,Sherlock Holmes,Dylan Thomas,8,China,69,7/21/2024,Female
25461,Seven Pounds,Stephen Fletcher,6,Germany,35,7/21/2024,Male
25500,Eastern Promises,Cesar Salas,10,India,58,7/21/2024,Male
25877,Watchmen,Jacob Solis,8,India,57,7/21/2024,Female
26107,21 Grams,Matthew Mcgee,7,Germany,53,7/21/2024,Male
26300,Batoru rowaiaru,Sara Jordan,10,Germany,56,7/21/2024,Male
26311,Batoru rowaiaru,Mr. Eduardo Hubbard,7,China,67,7/21/2024,Male
26317,Batoru rowaiaru,Emma Williams,6,Brazil,39,7/21/2024,Female
26477,The Others,Craig Ortiz,6,Australia,25,7/21/2024,Female
26506,Blow,Megan Kent,5,China,49,7/21/2024,Female
26574,Minority Report,Alyssa Brown,5,Australia,35,7/21/2024,Female
26625,American Psycho,Maria Fuentes,7,China,69,7/21/2024,Female
26665,Lola rennt,Cathy Adams,8,UK,18,7/21/2024,Female
26960,Apollo 13,Patrick Atkinson,8,USA,51,7/21/2024,Male
27346,The Naked Gun: From the Files of Police Squad!,Tom Poole,9,China,40,7/21/2024,Male
27475,The Warriors,James Valencia,6,Canada,33,7/21/2024,Female
27498,The Muppet Movie,Linda Anthony,10,China,68,7/21/2024,Male
27882,Lifeboat,Rebecca Ruiz,10,Germany,33,7/21/2024,Male
148,The Lord of the Rings: The Return of the King,Sean Lopez,9,UK,53,7/22/2024,Male
226,The Lord of the Rings: The Fellowship of the Ring,Eugene Todd,8,China,32,7/22/2024,Female
605,Cidade de Deus,Jason Collins,8,UK,67,7/22/2024,Female
786,The Silence of the Lambs,Richard Johnson,9,India,68,7/22/2024,Female
905,Joker,Carol Robinson,10,USA,21,7/22/2024,Male
954,The Intouchables,Brandon Mitchell,7,Australia,38,7/22/2024,Female
1079,The Usual Suspects,Cheyenne Frye,9,China,42,7/22/2024,Male
1110,The Lion King,Andrew Gomez,7,Australia,37,7/22/2024,Female
1282,Psycho,Holly Mccullough,9,USA,48,7/22/2024,Male
1855,Memento,Helen Stewart,9,China,32,7/22/2024,Male
1905,Mononoke-hime,Stephanie Zimmerman,10,UK,63,7/22/2024,Female
2019,The Shining,Louis Owen,9,UK,68,7/22/2024,Male
2033,Alien,Adam Lucas,10,India,20,7/22/2024,Male
2128,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Jordan Nelson,9,China,35,7/22/2024,Female
2289,Sunset Blvd.,Gabriel Riley DDS,8,USA,43,7/22/2024,Male
2295,Sunset Blvd.,Benjamin Moore,10,France,54,7/22/2024,Female
2364,Tumbbad,Joseph Murphy,8,China,18,7/22/2024,Male
2654,Eternal Sunshine of the Spotless Mind,Jeffrey Mcdonald,9,Brazil,18,7/22/2024,Male
2713,Snatch,Roy Curtis,10,Australia,75,7/22/2024,Female
2792,American Beauty,Jason Lin,7,China,45,7/22/2024,Female
2870,Toy Story,Alex Davis,7,China,43,7/22/2024,Male
3381,Vertigo,Ryan Jackson,4,China,56,7/22/2024,Female
3423,Ikiru,Russell Smith,6,China,52,7/22/2024,Female
3447,Ladri di biciclette,Theresa Malone,8,India,47,7/22/2024,Female
3493,Citizen Kane,Brandon Hess,8,China,54,7/22/2024,Male
3679,Green Book,Christopher Church,6,Australia,72,7/22/2024,Male
3744,"Three Billboards Outside Ebbing, Missouri",Jeffrey Moore,7,China,40,7/22/2024,Male
3986,Gangs of Wasseypur,Barbara White,9,China,67,7/22/2024,Male
3987,Udaan,Matthew Dean,10,UK,62,7/22/2024,Male
4286,Toy Story 3,Jeffrey Oliver,8,USA,51,7/22/2024,Male
4644,"Lock, Stock and Two Smoking Barrels",Joshua Ramirez,5,India,31,7/22/2024,Female
4723,Eskiya,Leah Moody,6,China,48,7/22/2024,Female
4724,Eskiya,James Young,8,China,26,7/22/2024,Male
4766,Casino,Vanessa Ruiz,6,UK,38,7/22/2024,Female
4806,Andaz Apna Apna,Henry Anthony,7,India,66,7/22/2024,Female
4848,Unforgiven,Daniel Matthews,5,USA,46,7/22/2024,Male
4901,Dom za vesanje,Jeffrey Ortiz,5,France,52,7/22/2024,Male
5181,The Great Escape,Brenda Marshall,9,USA,68,7/22/2024,Male
5242,Yôjinbô,Kyle Stephens,6,China,66,7/22/2024,Female
5337,Smultronstället,Kimberly Walton,8,Germany,33,7/22/2024,Male
5697,The Gold Rush,Sharon Tyler,8,Australia,70,7/22/2024,Male
5930,Logan,Bryan Henderson,9,UK,20,7/22/2024,Male
5993,Room,Nancy Perez,8,France,30,7/22/2024,Female
6368,Song of the Sea,Anthony Shaw,9,France,50,7/22/2024,Female
6742,Million Dollar Baby,Andrew Steele,10,Germany,61,7/22/2024,Male
6746,Hotel Rwanda,Isaac Arnold,8,UK,18,7/22/2024,Male
6965,Finding Nemo,Nicholas Russell,7,China,75,7/22/2024,Female
7120,La leggenda del pianista sull'oceano,Marc Galvan,7,China,66,7/22/2024,Female
7225,Trainspotting,Kathleen Ross,8,China,48,7/22/2024,Female
7273,Fargo,Matthew Patterson,9,USA,73,7/22/2024,Unknown
7341,Before Sunrise,Monica Kline,10,Australia,21,7/22/2024,Male
7527,Dead Poets Society,Sean Price,9,India,22,7/22/2024,Male
7758,The Elephant Man,Diana Pierce,8,USA,62,7/22/2024,Female
7952,Paper Moon,Felicia Meadows,8,USA,51,7/22/2024,Male
8004,Solaris,William Morris,6,UK,50,7/22/2024,Male
8036,Le samouraï,Nicole Fields,7,India,39,7/22/2024,Male
8235,Sanjuro,Lisa Rivera PhD,8,Germany,22,7/22/2024,Male
8428,Kumonosu-jô,Patricia Delacruz,8,USA,48,7/22/2024,Male
8728,Mr. Smith Goes to Washington,Alyssa Kelley,10,Australia,27,7/22/2024,Unknown
9731,My Name Is Khan,Anthony Cox,9,Australia,68,7/22/2024,Male
9744,My Name Is Khan,Vicki Smith,7,China,22,7/22/2024,Male
9990,The Bourne Ultimatum,Shelley Hayes,9,Australia,35,7/22/2024,Male
10084,Le scaphandre et le papillon,Leah Martin,7,UK,73,7/22/2024,Female
10146,Ratatouille,Stephanie Singh,8,UK,43,7/22/2024,Female
10228,Vozvrashchenie,Mitchell Weaver,6,Australia,21,7/22/2024,Male
10248,Vozvrashchenie,Jeremy Hernandez,8,UK,65,7/22/2024,Male
10732,Secrets & Lies,George Harmon,10,Brazil,20,7/22/2024,Female
11536,The Exorcist,Colleen Morgan,9,USA,20,7/22/2024,Male
11547,The Exorcist,Jenna Jones,10,UK,36,7/22/2024,Unknown
11793,Who's Afraid of Virginia Woolf?,Brittney Black,9,UK,35,7/22/2024,Female
11901,Per un pugno di dollari,Sharon Boyer,9,Australia,70,7/22/2024,Male
11956,8½,Reginald Fields,10,Australia,45,7/22/2024,Female
12205,The Night of the Hunter,Jason Robertson,9,India,74,7/22/2024,Male
12591,The Best Years of Our Lives,Robert Johnson,10,Brazil,67,7/22/2024,Male
12623,The Maltese Falcon,Tina Watson,9,Germany,33,7/22/2024,Male
12633,The Maltese Falcon,Dr. Erin Johnson PhD,8,India,30,7/22/2024,Female
12691,The Wizard of Oz,Brenda Gallegos,9,France,32,7/22/2024,Male
12991,Captain Fantastic,Jack Powell,8,Brazil,35,7/22/2024,Male
13256,Bir Zamanlar Anadolu'da,Michelle Ward,8,China,39,7/22/2024,Male
13342,Amour,Alexandra Johnson,7,Germany,59,7/22/2024,Female
13499,Jab We Met,John Duarte,9,USA,71,7/22/2024,Male
13566,"4 luni, 3 saptamâni si 2 zile",Regina Mcgee,9,Brazil,27,7/22/2024,Male
13575,"4 luni, 3 saptamâni si 2 zile",Christopher Ramirez,7,India,29,7/22/2024,Female
13606,"4 luni, 3 saptamâni si 2 zile",Joseph Jackson,7,USA,64,7/22/2024,Female
13748,The Fall,Jill Alexander,9,Germany,72,7/22/2024,Female
13852,C.R.A.Z.Y.,Daniel Smith,6,Australia,29,7/22/2024,Male
13872,C.R.A.Z.Y.,Charles Swanson,10,India,34,7/22/2024,Female
14025,Harry Potter and the Prisoner of Azkaban,Nancy Cohen,9,France,65,7/22/2024,Male
14519,My Left Foot: The Story of Christy Brown,Ana Chapman,10,USA,62,7/22/2024,Male
14672,A Christmas Story,Kelsey Anderson DVM,7,China,48,7/22/2024,Female
14710,Manhattan,Cynthia Burns,8,India,74,7/22/2024,Female
14716,Manhattan,Mrs. Laura Roberts DDS,9,Germany,52,7/22/2024,Female
14797,All the President's Men,Melissa Jones,7,Canada,45,7/22/2024,Female
14956,Harold and Maude,Amanda Spencer,9,UK,59,7/22/2024,Female
15900,The Gentlemen,Bradley Pierce,7,Japan,64,7/22/2024,Male
15919,Raazi,Julia Mendoza,9,Australia,34,7/22/2024,Female
15950,Sound of Metal,Dana Aguirre,9,India,51,7/22/2024,Male
16376,Le passé,Adam Christensen,8,USA,27,7/22/2024,Female
16414,The Lunchbox,Nicole Espinoza,7,USA,53,7/22/2024,Male
16488,About Time,Christopher Hernandez,9,UK,26,7/22/2024,Male
16736,The Girl with the Dragon Tattoo,Bonnie Mullins,6,China,51,7/22/2024,Female
16834,Straight Outta Compton,Erin Jones,6,USA,28,7/22/2024,Male
16877,Madeo,Mrs. Ashley Harrell DVM,8,USA,25,7/22/2024,Female
16952,Das weiße Band - Eine deutsche Kindergeschichte,Amanda Rodriguez,7,Germany,40,7/22/2024,Female
17123,The Boy in the Striped Pyjamas,Ann Brown,5,Canada,26,7/22/2024,Male
17857,Waking Life,Lisa Castro,9,France,59,7/22/2024,Female
17994,Cast Away,Joseph Freeman,9,India,25,7/22/2024,Female
18107,October Sky,Keith Santiago,9,USA,65,7/22/2024,Female
18127,Shrek,Heather Marks,9,China,51,7/22/2024,Female
18228,Hana-bi,Michele Krause,10,China,52,7/22/2024,Male
18323,Breaking the Waves,Chelsea Smith,8,China,45,7/22/2024,Male
18419,Tombstone,James Warren,5,Australia,54,7/22/2024,Male
18699,La double vie de Véronique,Christopher Cooper,6,USA,68,7/22/2024,Male
18733,La double vie de Véronique,Larry Payne,7,Germany,61,7/22/2024,Female
18738,La double vie de Véronique,Carolyn Waters,9,Brazil,36,7/22/2024,Male
18755,Boyz n the Hood,Mark Lowery,6,Australia,75,7/22/2024,Unknown
19502,Willy Wonka & the Chocolate Factory,Allison Walker,6,Canada,35,7/22/2024,Female
19746,Jules et Jim,Karen Johnson,10,China,24,7/22/2024,Male
19904,Shadow of a Doubt,Stephen Sanchez,10,France,50,7/22/2024,Male
20163,God's Own Country,Brittany Smith,8,China,50,7/22/2024,Female
20293,Mission: Impossible - Fallout,Courtney Maldonado,9,USA,37,7/22/2024,Female
20608,Kai po che!,Derrick Morris,9,USA,39,7/22/2024,Unknown
20914,Beasts of No Nation,Stacy Morales,10,China,52,7/22/2024,Male
21193,Changeling,Renee Stephens,10,India,24,7/22/2024,Male
21318,This Is England,Alisha Brock,7,UK,33,7/22/2024,Female
21384,The Last King of Scotland,Mark Garcia,7,China,61,7/22/2024,Male
22005,Billy Elliot,Peter Rush,7,Germany,24,7/22/2024,Female
22262,Office Space,Sara Humphrey,9,Canada,38,7/22/2024,Male
22986,Who Framed Roger Rabbit,Sara Cisneros,8,India,40,7/22/2024,Female
23333,The Verdict,Robin Green,6,India,59,7/22/2024,Male
23410,First Blood,Jasmine Frazier,10,Australia,66,7/22/2024,Female
23472,Airplane!,Jody Salinas,5,Australia,70,7/22/2024,Female
23822,Belle de jour,Debra Price,7,China,51,7/22/2024,Unknown
24029,The Magnificent Seven,Daniel Keith,4,USA,37,7/22/2024,Male
24220,The Quiet Man,Katherine Young,9,Germany,44,7/22/2024,Male
24412,Nelyubov,Douglas Russell,8,USA,50,7/22/2024,Male
24798,Sicario,Tyler Russell,6,China,57,7/22/2024,Female
24938,Serbuan maut,James Wilson,6,China,23,7/22/2024,Female
25043,True Grit,Tracy Chavez,10,Canada,75,7/22/2024,Female
25307,La piel que habito,Lisa Turner,9,Japan,74,7/22/2024,Male
25339,Zombieland,Karen Hoover,7,USA,38,7/22/2024,Female
25344,Zombieland,Ian Eaton,5,Brazil,47,7/22/2024,Male
25719,Dead Man's Shoes,Brittany Maldonado,8,Australia,70,7/22/2024,Male
25788,Harry Potter and the Half-Blood Prince,Kurt Parsons,9,Germany,28,7/22/2024,Female
25884,Watchmen,Steven Williams,8,UK,65,7/22/2024,Male
26170,Finding Neverland,Daniel Graham,6,China,70,7/22/2024,Female
26366,Y tu mamá también,Taylor Nelson,5,India,34,7/22/2024,Female
26525,Blow,Joel Jones,10,Japan,24,7/22/2024,Female
26642,American Psycho,Douglas Gonzales,6,China,28,7/22/2024,Female
26785,Dark City,Patricia Bell,10,India,37,7/22/2024,Male
26837,Lost Highway,Rachel Palmer,8,India,47,7/22/2024,Female
26943,The Bridges of Madison County,Kristine Gordon,8,UK,51,7/22/2024,Male
27154,Home Alone,Jeffrey Garcia,8,China,25,7/22/2024,Male
27212,The Godfather: Part III,Heather Garcia,5,UK,22,7/22/2024,Female
27360,"Planes, Trains & Automobiles",Denise Hicks,8,USA,38,7/22/2024,Female
27406,Blood Simple,Omar Young,8,China,63,7/22/2024,Male
27447,The Warriors,Lisa Williams DDS,8,Japan,43,7/22/2024,Male
27477,The Warriors,Connor Torres,9,France,64,7/22/2024,Female
27488,The Warriors,Heidi Brown,10,Canada,74,7/22/2024,Male
25,The Godfather,Andrew Hines,10,India,68,7/23/2024,Female
58,The Godfather,Mary Waters,10,USA,64,7/23/2024,Male
80,The Dark Knight,Kathryn Allen,10,India,49,7/23/2024,Male
230,The Lord of the Rings: The Fellowship of the Ring,Jeffrey Davidson,8,Germany,34,7/23/2024,Female
498,Gisaengchung,Todd Thomas,10,Australia,46,7/23/2024,Female
718,The Green Mile,Jennifer Simmons,10,India,44,7/23/2024,Female
960,The Prestige,Dr. James Dunn,8,China,57,7/23/2024,Female
1080,The Usual Suspects,Terry Mitchell,9,India,56,7/23/2024,Male
1257,Once Upon a Time in the West,Maria Sanchez,9,UK,75,7/23/2024,Female
1370,City Lights,Amy Reynolds,9,Canada,37,7/23/2024,Male
1976,Raiders of the Lost Ark,Michelle White,10,China,44,7/23/2024,Female
2039,Alien,Melissa Gay,8,UK,45,7/23/2024,Male
2052,Alien,Dr. Anna Arroyo MD,8,Australia,57,7/23/2024,Male
2213,Paths of Glory,Veronica Sosa,9,USA,68,7/23/2024,Male
2677,Amélie,Karen White,9,China,27,7/23/2024,Female
2679,Amélie,Ryan Robinson,8,France,38,7/23/2024,Male
2730,Snatch,Yolanda Carter,8,Australia,20,7/23/2024,Female
2770,American Beauty,Karen Wagner,9,India,67,7/23/2024,Male
3068,Star Wars: Episode VI - Return of the Jedi,Randy Jimenez,10,USA,47,7/23/2024,Male
3422,Singin' in the Rain,Olivia Bennett,10,UK,60,7/23/2024,Male
3460,Double Indemnity,Shawn Murphy,9,USA,75,7/23/2024,Male
3847,Queen,Patricia Richardson,9,Australia,74,7/23/2024,Female
3896,Mandariinid,Timothy Ruiz,8,Japan,49,7/23/2024,Female
4007,Udaan,Jamie Stewart,7,Germany,23,7/23/2024,Female
4029,Paan Singh Tomar,Michael Lee,9,China,64,7/23/2024,Male
4058,Paan Singh Tomar,Ashley Tyler,8,India,44,7/23/2024,Female
4143,Shutter Island,Kenneth Key,8,India,63,7/23/2024,Male
5240,Yôjinbô,James Duncan,8,India,23,7/23/2024,Female
5580,All About Eve,Rodney Smith,10,India,24,7/23/2024,Male
5863,Ah-ga-ssi,Charles Ayers,8,UK,70,7/23/2024,Female
6438,Mad Max: Fury Road,Michael Rhodes,7,India,23,7/23/2024,Female
6672,No Country for Old Men,Jennifer Alvarez,8,China,73,7/23/2024,Male
7396,Chung Hing sam lam,Rachael Ho,7,Canada,19,7/23/2024,Male
8045,Cool Hand Luke,Emily Lee,9,China,66,7/23/2024,Female
8368,Ben-Hur,Anthony Aguilar,5,China,25,7/23/2024,Male
